timestamp_ms,speed,latitude,longitude,total_time_ms,Distance,Lap
1760239712695 ,25.96063895,36.53278351,140.23172,133800,906.6971159,1
1760239713196 ,25.96063895,36.53278351,140.23172,134300,906.6971159,1
1760239713692 ,26.88023034,36.53282547,140.2316895,134750,912.1003806,1
1760239714200 ,26.88023034,36.53282547,140.2316895,135200,912.1003806,1
1760239714698 ,25.03272588,36.53287125,140.2316437,135700,918.6317296,1
1760239715196 ,25.03272588,36.53287125,140.2316437,136150,918.6317296,1
1760239715695 ,24.10016946,36.53291321,140.2315979,136600,924.8377252,1
1760239716195 ,24.10016946,36.53291321,140.2315979,137050,924.8377252,1
1760239716751 ,25.0225298,36.53295517,140.2315521,137550,931.0437194,1
1760239717222 ,25.0225298,36.53295517,140.2315521,138000,931.0437194,1
1760239717688 ,24.10293841,36.53299332,140.2315063,138450,936.9378277,1
1760239718197 ,24.10293841,36.53299332,140.2315063,138950,936.9378277,1
1760239718718 ,25.02344289,36.53303528,140.2314758,139400,942.3410886,1
1760239719181 ,25.02344289,36.53303528,140.2314758,139850,942.3410886,1
1760239719683 ,24.10199936,36.53307724,140.2314301,140350,948.5411909,1
1760239720191 ,24.10199936,36.53307724,140.2314301,140800,948.5411909,1
1760239720694 ,24.10199936,36.53311539,140.2313843,141250,954.4352947,1
1760239721193 ,24.10199936,36.53311539,140.2313843,141750,954.4352947,1
1760239721693 ,23.17499939,36.53315353,140.2313538,142200,959.4763202,1
1760239722204 ,23.17499939,36.53315353,140.2313538,142650,959.4763202,1
1760239722681 ,20.39399946,36.53319168,140.2312927,143150,966.3898493,1
1760239723193 ,20.39399946,36.53319168,140.2312927,143600,966.3898493,1
1760239723718 ,20.39399946,36.53322601,140.2312622,144050,971.0800514,1
1760239724179 ,20.39399946,36.53322601,140.2312622,144500,971.0800514,1
1760239724716 ,21.32099944,36.53326416,140.2312317,145000,976.1220104,1
1760239725198 ,21.32099944,36.53326416,140.2312317,145450,976.1220104,1
1760239725696 ,21.32099944,36.53330231,140.2311859,145950,982.0161073,1
1760239726186 ,21.32099944,36.53330231,140.2311859,146400,982.0161073,1
1760239726685 ,21.32099944,36.53333282,140.2311554,146850,986.3675973,1
1760239727198 ,21.32099944,36.53333282,140.2311554,147350,986.3675973,1
1760239727682 ,23.17499939,36.53337097,140.2311249,147800,991.4095542,1
1760239728186 ,23.17499939,36.53337097,140.2311249,148300,991.4095542,1
1760239728691 ,22.24799941,36.5334053,140.2310944,148750,996.0997527,1
1760239729197 ,22.24799941,36.5334053,140.2310944,149200,996.0997527,1
1760239729694 ,22.24799941,36.53344345,140.2310486,149700,1001.993844,1
1760239730194 ,22.24799941,36.53344345,140.2310486,150150,1001.993844,1
1760239730696 ,24.10199936,36.5334816,140.2310028,150600,1007.887935,1
1760239731198 ,24.10199936,36.5334816,140.2310028,151050,1007.887935,1
1760239731697 ,23.17499939,36.53351593,140.2309723,151550,1012.578131,1
1760239732196 ,23.17499939,36.53351593,140.2309723,152000,1012.578131,1
1760239732697 ,22.24799941,36.53355408,140.2309418,152450,1017.620084,1
1760239733200 ,22.24799941,36.53355408,140.2309418,152950,1017.620084,1
1760239733697 ,23.18149488,36.53358459,140.2309113,153400,1021.971569,1
1760239734184 ,23.18149488,36.53358459,140.2309113,153850,1021.971569,1
1760239734703 ,21.32286456,36.53362274,140.2308807,154350,1027.018355,1
1760239735194 ,21.32286456,36.53362274,140.2308807,154800,1027.018355,1
1760239735694 ,19.46886461,36.53365707,140.2308197,155250,1033.672354,1
1760239736196 ,19.46886461,36.53365707,140.2308197,155750,1033.672354,1
1760239736699 ,20.39586459,36.53369522,140.2307892,156200,1038.714305,1
1760239737206 ,20.39586459,36.53369522,140.2307892,156650,1038.714305,1
1760239737696 ,18.53536914,36.53372955,140.2307587,157100,1043.404496,1
1760239738188 ,18.53536914,36.53372955,140.2307587,157600,1043.404496,1
1760239738695 ,19.46699948,36.53376389,140.2307281,158050,1048.100788,1
1760239739198 ,19.46699948,36.53376389,140.2307281,158500,1048.100788,1
1760239739696 ,20.39399946,36.53379822,140.2306976,158950,1052.790979,1
